RESPID;DEVICETYPE;Q1;Q2;Q3;Q4;Q5;Q6;Q9A;Q9B;Q9C;Q9D;Q9E;Q9F;Q9G;Q9H;Q9I;Q9J;Q9K;Q10A;Q10B;Q10C;Q10D;Q11A;Q11B;Q11C;Q11D;Q11E;Q11F;Q13A;Q13B;Q13C;Q13D;Q13E;Q13F;Q13G;Q14A;Q14B;Q14C;Q14D;Q14E;Q15A;Q15B;Q15C;Q15D;Q15E;Q15F;Q15G;Q15H;Q15I;Q15J;Q15K;Q15AA;Q15AB;Q15AC;Q15AD;Q15AE;Q15AF;Q15AG;Q15AH;Q15AI;Q15AJ;Q15AK;Q15AL;Q15AM;Q15AN;Q16A;Q16B;Q16C;Q16D;Q16E;Q16F;Q16G;Q16H;Q16I;Q16J;Q16K;Q16L;Q16M;Q16N;Q16O;Q16P;Q17A;Q17B;Q17C;Q17D;Q17E;Q17F;Q17G;Q17H;Q17I;Q17J;Q17K;Q17L;Q17M;Q17N;Q17O;Q17P;Q17Q;Q17R;Q18A;Q18B;Q18C;Q18D;Q18E;Q18F;Q18G;Q18H;Q19A;Q19B;Q19C;Q20A;Q20B;Q20C;Q20D;Q20E;Q22A;Q22B;Q22C;Q22D;Q22E;Q22F;Q23A;Q23B;Q23C;Q23D;Q23E;Q23H;Q23I;Q23J;Q24;Q25;Q26A;Q26B;Q26C;Q26D;Q26E;Q28A;Q28B;Q28C;Q28D;Q29;Q30;Q31;Q32;Q27A;Q27B;Q27C;Q27D;Q33A;Q33B;Q33C;Q33D;Q33G;Q21;INT5;Z8;Z8A;EDUCATION;EDUC;Z4;Z5;EMPLOY;Z9;Z9A;Z9B;NEWINCOME;VOTER;PAGEFINAL;PGENDER;PRACE;PREGION;PMSTATUS;PADULTS;PPARENT;PAGE1;PAGE2;PRELIGION;LENGTH;WEIGHT1_TRIM;I_GENDER;I_AGE;I_MARITAL;I_REGION;I_RELIGION
469;1;3;5;2;5;6;2;5;1;5;5;6;1;1;4;6;6;6;2;1;2;1;1;1;1;1;1;1;3;5;5;5;2;3;2;3;2;1;3;3;1;1;1;2;3;1;1;3;1;1;1;1;2;2;2;3;4;3;3;4;1;2;3;3;3;3;3;2;2;3;2;1;3;3;4;2;3;2;4;3;3;2;3;2;3;2;2;2;2;2;2;2;3;2;2;1;2;2;1;2;1;4;1;3;4;2;2;3;2;4;2;3;2;2;4;3;2;3;2;2;4;2;3;3;2;2;2;1;2;2;2;4;3;3;2;2;1;1;1;2;1;2;2;2;3;2;3;3;1;1;4;4;4;1;2;8;;8;4;3;1;3;7;;;7;1;4;1;1;3;3;2;2;71;;2;17,26666667;0,5172;1;;3;3;2
471;2;3;8;3;5;5;2;3;3;4;5;6;5;5;4;6;1;5;1;1;2;1;2;3;1;1;3;1;1;1;2;2;2;4;2;4;4;4;2;4;2;1;1;1;3;1;2;4;2;1;1;3;3;1;2;1;4;4;1;4;2;2;2;4;2;4;2;4;4;4;4;3;1;4;4;1;1;2;4;3;1;3;1;3;3;2;1;2;2;1;1;2;4;4;1;2;2;1;1;4;1;4;1;4;4;1;2;4;1;4;1;3;4;1;2;4;1;1;2;2;4;2;3;1;3;1;2;2;2;2;2;3;1;3;3;3;1;1;1;1;2;2;2;1;3;1;3;3;1;1;4;4;4;2;1;5;;5;3;1;;1;6;;;6;1;2;2;2;3;3;2;1;31;;22;18,38333333;0,2215;2;;3;3;3
473;4;4;8;3;2;3;2;5;4;2;3;5;4;4;2;5;2;2;2;2;3;3;2;2;2;3;3;2;2;4;2;3;2;3;3;3;3;2;3;3;3;2;2;4;3;2;3;4;3;3;3;3;3;2;2;2;3;3;3;3;2;2;3;3;2;4;4;4;3;4;2;3;4;4;4;4;4;3;4;3;4;3;4;3;4;2;3;4;4;4;3;3;2;3;3;3;2;3;3;2;2;4;2;4;4;3;3;4;3;4;2;2;2;3;4;3;2;3;3;3;3;2;3;3;2;2;2;3;3;2;2;3;2;3;3;3;3;2;2;2;1;1;2;1;3;1;2;2;2;1;4;4;3;1;2;6;;6;4;1;;1;8;;4;15;1;4;1;1;3;3;2;2;66;;10;16,6;0,2924;1;;3;3;3
476;1;2;5;3;4;4;2;1;1;1;1;1;1;2;1;4;6;6;2;2;3;3;2;2;2;2;3;1;3;5;4;5;3;3;2;4;4;3;4;4;2;2;2;2;2;2;2;3;2;2;2;2;3;3;3;1;3;4;3;4;3;3;2;2;2;4;4;3;4;4;4;3;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;3;3;3;4;4;2;2;3;3;4;4;3;3;4;4;3;4;4;3;4;3;3;3;3;3;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;4;3;2;3;1;1;1;1;1;1;1;1;2;3;2;3;1;1;4;4;4;1;1;6;;6;4;3;1;3;8;;1;12;1;3;1;3;1;3;2;2;57;;996;8,133333333;0,2684;1;;3;1;5
477;2;1;2;4;4;4;4;6;6;3;5;5;5;6;5;6;6;1;2;1;4;1;3;3;3;4;2;3;1;5;1;1;3;3;3;3;4;3;2;2;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;4;4;3;2;3;3;3;3;4;4;4;4;4;2;3;3;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;3;3;3;4;4;4;5;4;4;4;4;3;3;3;2;3;2;1;3;4;2;1;2;1;4;2;4;2;2;2;4;3;2;2;2;4;3;2;3;2;2;3;3;2;2;2;2;2;3;1;1;2;3;3;2;3;1;1;1;3;;3;2;3;4;6;9;;;17;1;2;1;2;3;1;2;1;30;;990;13,18333333;2,6558;1;;1;3;5
479;4;1;1;4;7;7;2;5;6;1;6;6;2;1;6;6;1;6;3;3;4;2;2;1;2;1;2;1;3;4;5;1;3;4;3;2;4;2;2;1;3;4;4;3;3;3;2;3;3;1;3;2;3;2;4;1;4;4;3;4;1;4;2;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;3;4;1;2;4;4;4;3;3;2;2;2;1;3;3;4;4;1;4;1;4;4;1;4;1;1;4;1;4;4;3;4;4;3;1;3;1;4;2;2;4;2;1;3;3;1;2;2;4;4;3;2;2;1;1;1;1;1;1;1;1;4;1;4;4;1;1;4;4;4;1;1;8;;8;4;1;;1;8;;2;13;1;3;1;1;4;6;1;1;50;;995;11,31666667;0,3213;1;;4;4;5
482;1;3;2;4;1;4;1;3;1;1;6;1;6;6;2;6;1;3;3;3;4;3;4;1;3;4;3;4;4;5;5;5;4;4;4;4;3;3;1;1;4;4;4;4;4;3;3;4;4;4;4;2;3;3;4;2;3;3;4;1;3;4;3;3;3;4;4;4;4;4;2;4;4;4;4;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;3;3;4;4;3;4;4;4;4;3;4;2;1;1;1;4;4;1;2;4;2;3;4;3;4;3;2;3;2;2;2;3;3;4;2;2;4;4;3;4;3;3;3;2;3;1;1;3;2;3;3;2;3;4;4;1;3;1;1;2;6;;6;4;3;1;3;8;;1;12;1;4;1;1;3;3;2;2;66;;2;17,3;2,0623;1;;3;3;2
483;1;2;2;4;6;7;2;6;6;3;6;6;6;6;6;6;4;6;3;2;4;3;1;2;1;1;2;1;3;3;3;2;2;4;3;3;4;3;1;4;3;4;4;3;4;3;3;3;2;1;2;3;4;3;3;3;4;4;3;4;3;3;3;3;3;4;4;3;3;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;3;4;4;4;4;3;3;3;3;4;4;4;3;3;4;3;4;3;4;4;3;4;4;4;4;2;3;3;1;2;4;1;2;2;2;4;2;3;3;2;2;3;3;2;2;2;3;4;3;2;3;2;2;2;2;2;2;2;2;3;1;1;2;1;2;3;4;3;1;2;4;2;4;3;1;;1;7;;;7;1;1;1;1;3;1;4;2;21;;5;30,26666667;0,9354;1;;1;3;1
485;2;2;8;2;2;1;1;6;6;2;6;5;5;5;4;6;3;6;4;3;4;4;4;4;4;4;4;4;3;5;3;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;4;3;4;2;3;3;3;3;3;3;4;4;2;4;4;4;4;1;4;4;4;1;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;3;3;4;3;4;1;5;4;4;4;4;3;2;2;3;2;2;3;4;2;3;3;3;3;3;2;3;2;2;2;3;4;4;2;1;3;1;3;3;3;3;3;3;3;2;2;3;2;3;2;2;3;4;3;1;4;1;2;2;8;;8;4;1;;1;7;;;7;1;3;2;1;3;3;2;1;53;;1;13,23333333;0,4141;2;;3;3;1
486;1;3;1;2;4;7;2;6;6;1;1;5;6;6;4;6;6;1;3;1;3;1;1;1;1;1;1;1;2;3;5;5;4;4;1;4;3;1;3;3;4;4;4;4;3;4;4;1;1;3;4;1;1;1;1;3;4;4;2;4;1;1;1;1;1;2;3;3;1;4;1;3;1;4;3;1;4;2;4;3;3;1;1;1;4;1;4;2;4;1;4;1;1;2;4;4;1;4;1;1;1;4;1;4;4;1;2;4;1;4;1;1;1;1;3;4;1;1;1;1;4;3;2;3;2;4;2;1;1;2;2;4;3;1;1;3;1;1;1;1;2;1;1;2;3;1;3;1;1;1;4;4;4;2;1;6;;6;4;3;5;7;1;;;1;1;4;2;1;4;6;1;2;67;;22;21,55;1,9223;2;;4;4;3
488;4;3;6;2;6;7;2;2;1;1;5;6;1;5;4;5;4;3;2;1;2;1;3;3;3;3;3;3;1;3;3;4;2;4;2;3;2;1;3;3;2;3;1;2;4;3;2;3;3;3;1;2;1;1;3;1;4;4;2;3;1;1;1;2;1;4;3;3;1;3;3;4;3;4;4;1;1;2;4;3;3;3;2;3;3;3;3;3;2;3;3;3;3;4;3;1;2;1;1;2;2;4;2;4;4;4;4;3;2;2;1;1;2;2;3;3;2;2;2;2;2;1;3;2;2;1;1;1;2;2;1;4;2;3;3;3;2;2;2;2;1;1;1;1;2;2;1;2;1;1;4;4;3;2;1;4;2;4;3;3;2;4;7;;;7;1;2;2;1;3;3;4;1;49;;1;14,33333333;0,4414;2;;3;3;1
489;2;1;2;2;2;1;1;1;6;6;2;1;6;2;1;6;3;1;2;2;2;2;3;2;4;2;4;4;3;5;5;5;4;4;4;3;3;4;3;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;1;3;1;1;2;1;4;4;1;1;1;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;1;4;1;4;1;1;4;2;2;3;1;4;1;1;4;4;1;4;4;4;4;1;2;4;3;2;4;4;4;4;2;2;4;4;2;3;2;3;3;3;3;2;2;2;2;4;4;1;4;4;3;1;2;1;1;1;6;;6;4;1;;1;8;;4;15;1;4;1;1;1;3;2;2;65;;2;10,68333333;0,2549;1;;3;1;2
490;1;2;1;5;4;2;1;6;6;6;2;3;5;6;1;6;6;6;2;2;2;2;2;2;2;3;2;2;2;5;3;5;2;3;3;3;3;3;3;3;3;2;2;2;3;3;2;3;3;3;2;2;3;2;2;2;3;3;2;2;2;2;2;2;2;4;4;3;3;4;3;3;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;3;4;4;4;4;2;3;4;3;5;4;4;5;4;4;5;5;4;2;4;3;3;3;3;4;2;2;3;3;3;2;2;4;3;2;1;4;3;3;2;2;4;3;4;4;4;3;3;3;3;2;2;3;1;4;4;4;3;2;2;3;4;3;1;2;3;;3;2;3;1;3;4;;;4;1;4;1;1;3;3;2;2;69;;22;12,76666667;2,1007;1;;3;3;3
491;1;3;8;5;2;2;1;1;4;2;1;3;5;6;1;4;4;6;2;2;3;2;2;1;2;3;4;3;3;5;5;5;2;2;2;4;3;2;3;3;4;4;2;3;2;2;3;4;2;3;3;2;3;2;2;2;3;3;3;4;3;2;3;2;3;3;4;2;2;4;2;3;3;3;3;1;2;1;4;2;3;3;4;3;3;2;3;3;3;3;3;3;2;2;2;2;2;1;3;2;3;3;3;4;3;2;2;3;2;1;4;2;2;3;4;3;3;3;2;2;4;2;3;2;3;3;4;3;4;1;2;3;2;3;3;3;3;3;3;3;1;2;2;2;2;3;1;3;2;2;4;3;3;1;1;6;;6;4;3;1;3;8;;1;12;1;4;1;1;2;3;2;2;67;;2;16,25;0,415;1;;3;2;2
492;1;3;5;3;5;6;2;1;1;2;1;3;1;3;2;4;1;3;3;2;3;3;3;3;3;3;3;3;4;5;4;5;4;2;3;4;3;3;2;3;4;4;4;4;3;2;2;4;3;3;3;3;3;4;4;4;4;4;4;4;3;2;3;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;3;4;4;4;3;3;4;3;4;3;4;3;4;3;3;3;4;3;3;3;3;2;2;4;2;3;2;3;2;2;2;3;1;3;2;4;2;2;1;1;4;3;3;3;4;1;1;1;2;2;2;3;1;4;2;4;3;2;1;4;4;4;1;3;8;;8;4;3;1;3;8;;4;15;1;4;1;1;4;3;2;2;75;;7;11,35;1,171;1;;3;4;4
493;2;3;7;2;5;5;3;6;2;1;6;6;2;4;3;6;6;6;4;1;4;3;4;1;4;4;4;1;1;5;1;1;1;4;1;1;4;3;1;1;4;1;4;4;2;4;4;4;1;1;2;4;4;1;2;3;4;4;2;2;2;4;1;4;1;4;4;3;4;2;4;1;2;4;4;1;4;4;4;1;4;4;1;4;4;1;1;3;4;1;4;4;4;1;1;1;1;1;3;4;1;4;1;4;1;1;4;1;1;1;1;4;1;1;3;4;1;1;4;1;1;1;4;2;1;4;4;3;1;2;2;2;1;1;2;2;3;3;3;2;1;1;1;1;1;3;1;1;1;1;4;4;1;1;2;7;;7;4;1;;1;7;;;7;1;2;1;999;1;3;2;2;44;;8;8,933333333;0,9103;1;;3;1;1
494;1;1;2;4;6;4;2;3;3;3;4;6;4;4;3;6;6;2;3;3;3;3;2;1;1;1;2;1;2;1;3;2;1;4;4;4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;1;4;4;1;1;4;2;3;4;2;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;2;4;2;4;3;2;3;1;1;3;2;3;3;4;3;1;3;3;3;4;1;4;1;4;4;1;4;4;1;4;1;4;4;2;3;3;1;1;1;1;4;2;2;2;2;2;3;1;1;2;2;3;4;3;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;3;4;2;2;2;8;;8;4;1;;1;7;;;7;1;2;2;1;1;1;2;2;30;;995;8,783333333;0,9781;2;;1;1;5
495;4;3;6;1;1;1;1;6;6;2;6;2;6;6;4;2;6;3;3;3;3;4;1;1;1;1;1;1;2;5;4;5;3;4;4;3;4;1;3;1;4;4;2;3;3;4;2;2;4;1;3;2;3;1;1;3;3;1;4;1;2;2;1;1;1;4;4;4;1;4;3;4;2;4;4;1;3;2;4;2;3;2;3;3;3;3;4;1;1;4;1;2;2;1;1;2;1;3;2;1;3;1;1;2;4;1;1;3;3;1;4;1;1;3;4;1;3;4;3;4;3;1;3;2;2;2;3;2;2;2;2;3;1;1;3;3;1;1;1;1;2;2;3;2;3;1;3;3;4;4;1;3;1;2;1;5;;5;3;2;;2;4;;;4;1;3;2;1;2;6;1;2;63;;22;14,91666667;0,8502;2;;4;2;3
496;1;4;8;2;1;2;1;3;3;2;3;2;5;5;3;4;3;5;4;4;4;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;2;3;1;4;3;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;3;4;2;4;2;4;3;4;4;4;3;3;4;4;3;3;4;3;3;4;2;5;3;5;4;5;5;1;1;1;1;4;4;2;4;4;1;3;4;4;3;3;2;4;4;1;2;4;4;4;2;2;3;2;4;4;4;4;4;4;4;1;1;3;1;2;2;3;4;4;3;2;2;2;1;2;4;2;4;3;1;;1;8;;1;12;1;3;1;999;3;3;2;1;58;;15;12,6;0,6071;1;;3;3;1
498;1;1;1;4;3;3;1;1;2;3;6;6;6;6;6;6;6;2;2;2;3;2;3;3;3;3;3;2;4;5;4;5;3;3;1;3;4;2;2;2;3;4;4;2;4;4;4;4;3;2;3;3;3;3;4;3;4;3;3;4;4;2;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;4;4;2;3;4;4;3;3;2;3;3;4;2;2;3;2;3;3;4;4;4;3;3;3;3;3;3;2;2;2;2;3;3;2;2;3;2;3;2;2;2;3;2;2;2;2;1;2;3;4;3;3;3;2;2;2;2;2;2;2;1;3;1;3;2;2;2;4;3;4;1;2;5;;5;3;3;1;3;6;;;6;2;3;1;1;3;3;2;2;64;;995;9,95;0,83;1;;3;3;5
502;4;2;2;3;4;5;2;6;6;6;2;3;2;2;1;1;5;3;4;2;3;2;1;1;1;1;1;1;3;3;2;5;1;3;3;1;2;1;1;2;4;2;1;1;1;2;4;4;3;1;2;2;1;2;1;2;4;3;1;4;1;1;2;2;1;4;3;3;2;3;4;3;2;3;4;1;2;2;4;3;3;2;4;1;4;2;2;4;4;1;1;1;1;1;4;2;1;2;4;5;1;4;1;4;4;1;3;2;1;4;2;2;2;1;3;3;1;2;1;1;4;1;2;2;3;2;4;3;2;1;2;3;3;2;2;3;1;1;1;1;2;1;3;2;3;1;4;3;1;1;4;4;4;1;5;3;;3;2;3;5;7;6;;;6;1;3;1;2;2;3;1;2;51;;990;17,61666667;3,9553;1;;3;2;5
505;4;4;8;3;4;4;3;4;4;3;6;6;6;6;5;6;5;2;3;3;4;4;4;4;4;4;4;4;1;1;2;2;2;4;4;3;4;4;3;3;4;4;4;4;4;4;3;4;4;4;4;4;4;2;4;2;4;4;3;4;4;4;3;4;3;4;4;2;4;4;4;4;3;3;4;1;4;2;4;4;2;3;4;4;4;4;4;2;4;4;4;4;4;4;3;4;3;4;4;5;4;4;3;4;4;4;4;4;3;4;2;2;2;2;3;3;2;2;1;2;4;1;3;2;2;2;4;4;4;2;1;2;1;3;4;2;2;2;2;2;1;2;3;2;3;3;1;2;1;2;4;4;3;2;2;8;;8;4;2;;2;3;;;3;1;2;2;1;4;3;2;1;36;;10;9,55;0,6272;2;;3;4;3
512;1;1;1;4;4;4;2;4;2;2;6;4;2;2;5;6;4;6;3;3;3;3;2;2;2;2;2;2;3;5;4;4;2;4;4;3;4;2;3;4;3;3;3;4;4;4;3;4;3;4;4;2;4;2;3;3;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;5;4;5;4;5;5;4;5;4;4;4;2;2;3;1;3;3;2;2;2;2;2;1;3;3;1;2;3;2;2;2;2;3;4;3;3;3;1;1;1;1;1;2;1;1;3;2;3;2;1;1;4;4;3;1;2;8;;8;4;1;;1;8;;1;12;1;2;1;1;3;3;2;1;43;;995;15,33333333;0,2952;1;;3;3;5
514;1;3;2;4;5;4;2;5;4;1;2;6;5;1;4;6;2;3;3;3;2;2;2;3;1;1;2;1;3;5;5;5;3;4;3;4;4;2;2;3;2;4;4;3;4;1;1;4;3;2;2;3;2;2;2;2;4;3;1;4;1;2;1;1;1;4;4;4;4;4;3;4;2;3;4;3;3;3;4;3;2;3;3;3;4;3;2;4;4;2;2;3;4;2;3;3;3;4;2;5;1;4;1;4;3;1;5;3;1;4;2;2;2;3;4;3;3;2;2;2;3;2;2;2;1;1;2;2;3;1;2;4;4;3;2;2;1;1;1;1;1;1;1;1;3;2;4;3;1;1;4;4;3;2;2;6;;6;4;3;1;3;5;;;5;1;4;2;1;4;6;1;2;65;;22;17,66666667;0,9125;2;;4;4;3
515;1;2;8;2;4;2;1;3;6;5;2;2;5;5;1;6;5;5;2;2;2;2;3;3;3;3;3;3;4;3;4;4;4;4;3;3;3;3;3;3;4;4;4;4;3;4;4;4;3;3;4;3;3;3;3;3;3;2;2;3;3;4;3;3;3;2;3;2;2;3;2;3;2;3;2;2;3;2;2;2;2;2;2;1;1;2;1;1;3;1;1;1;2;2;1;2;2;2;2;5;3;3;5;4;3;3;3;3;3;4;3;2;2;2;2;3;2;3;3;3;3;3;3;2;3;3;3;2;3;2;2;3;3;3;3;3;2;2;2;2;1;1;1;1;3;3;3;2;2;1;3;3;2;2;3;2;;2;1;3;1;3;5;;;5;1;4;1;1;2;3;2;2;65;;990;25,96666667;3,4067;1;;3;2;5
519;4;3;3;3;2;1;1;2;6;2;6;2;6;6;4;6;2;3;3;2;2;2;3;1;2;3;3;4;1;5;3;5;2;4;4;2;4;2;1;1;4;4;4;4;4;3;4;4;4;4;4;3;4;2;3;2;4;1;3;1;2;2;1;1;1;4;3;3;2;3;4;4;4;3;4;3;2;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;2;4;3;3;4;3;4;3;4;3;3;3;2;1;4;2;1;3;4;2;4;4;3;3;2;2;4;2;2;2;4;4;4;1;1;4;2;2;4;2;3;3;3;3;2;2;2;2;4;2;4;4;4;3;2;3;1;1;2;3;;3;2;3;1;3;7;;;7;1;4;1;1;2;3;2;2;66;;2;21,01666667;1,6626;1;;3;2;2
521;1;3;3;1;2;4;1;6;6;4;1;1;6;5;1;6;1;6;4;3;3;3;3;1;1;3;3;4;3;5;5;3;3;4;4;4;4;3;3;3;4;3;3;3;3;4;3;4;3;4;4;2;2;3;2;1;4;1;2;2;2;2;1;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;3;4;4;3;3;4;3;4;4;4;4;4;4;4;4;1;1;1;4;1;1;1;4;1;4;4;4;4;2;1;3;3;1;2;4;2;4;2;2;3;1;3;3;3;2;2;2;2;1;1;1;1;1;1;1;3;3;3;2;2;2;1;2;3;;3;2;1;;1;6;;;6;1;3;1;1;3;3;3;2;55;;22;16,68333333;1,1586;1;;3;3;3
528;1;2;3;2;4;4;3;4;5;5;5;5;5;5;4;5;5;2;2;2;4;3;2;1;2;2;1;2;2;5;5;5;3;3;2;2;2;4;3;4;3;2;3;3;1;2;3;4;2;2;3;3;3;1;3;2;4;4;3;3;3;2;3;3;2;4;4;1;4;3;3;3;4;3;4;3;3;4;4;3;3;4;4;3;4;2;4;4;4;3;2;3;2;3;4;3;4;4;2;5;3;3;2;4;4;2;2;3;2;4;2;2;2;2;4;2;3;3;2;3;3;2;4;2;2;3;4;3;3;2;2;3;2;3;2;3;2;2;2;2;2;2;3;2;3;1;3;3;2;2;4;4;2;2;2;4;2;4;3;3;1;3;2;;;2;1;4;2;1;1;5;1;2;76;;22;10,61666667;1,0738;2;;4;1;3
530;2;2;5;4;6;7;2;4;1;2;6;6;5;6;5;5;6;3;3;3;3;3;1;1;1;2;2;1;1;2;2;2;2;3;2;3;4;1;3;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;4;4;1;4;1;1;2;2;1;3;3;1;1;3;2;3;2;4;3;3;3;3;4;2;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;4;4;4;4;4;4;4;4;2;2;4;1;3;3;1;3;4;1;1;1;2;4;1;1;2;3;2;2;2;1;2;2;4;4;2;2;2;1;1;1;1;2;2;2;2;3;2;3;2;1;1;4;4;4;1;1;8;;8;4;1;;1;8;;2;13;1;1;1;6;3;1;2;2;29;;20;9,716666667;0,8428;1;;1;3;4
531;2;2;6;4;6;7;2;2;3;6;2;6;5;5;2;6;5;3;1;1;1;1;3;3;2;2;3;2;3;5;4;5;4;3;1;3;2;2;2;2;1;4;4;4;4;2;2;4;1;2;2;2;2;2;3;3;4;4;4;4;3;3;2;2;2;4;4;4;4;4;4;3;4;3;4;1;3;4;4;4;1;2;2;4;4;4;3;4;4;3;1;2;2;3;4;2;2;2;3;4;1;4;1;4;4;2;4;4;2;4;1;2;2;2;3;3;1;1;1;1;4;2;2;1;3;3;3;2;2;1;1;3;4;2;2;2;1;1;1;1;1;-1;-1;2;4;1;3;2;1;1;4;4;4;2;2;8;;8;4;3;1;3;8;;1;12;1;4;2;1;4;6;1;2;81;;7;14,28333333;0,5044;2;;4;4;4
532;2;2;2;3;6;6;2;2;5;2;6;5;3;6;1;5;6;2;2;1;2;1;1;1;1;1;2;1;2;5;1;1;3;2;1;4;3;3;1;1;4;4;4;3;4;4;4;4;1;1;4;2;2;3;4;2;4;3;1;4;1;1;1;1;1;4;4;2;2;4;2;3;1;4;4;2;1;4;4;3;3;4;2;4;4;3;3;4;4;3;4;3;1;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;3;4;1;2;2;2;3;4;1;2;2;2;3;2;3;3;2;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;3;2;1;1;4;4;3;2;2;2;;2;1;2;;2;1;;;1;1;2;2;1;3;6;2;1;43;;1;28;1,4186;2;;4;3;1
533;1;3;4;3;6;7;2;2;3;1;2;6;1;3;2;6;6;1;3;3;4;2;2;2;1;1;1;1;4;4;4;5;4;3;2;4;3;2;3;3;2;1;2;4;3;3;4;3;2;2;3;1;1;2;2;3;4;3;1;4;2;2;2;3;2;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;4;2;2;4;4;4;1;3;2;2;4;1;1;1;2;4;1;4;1;4;4;1;4;4;3;4;2;2;3;3;4;3;2;2;2;2;4;2;2;3;2;2;2;2;2;2;2;4;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;1;2;8;;8;4;3;1;3;7;;;7;1;4;1;1;2;3;2;2;74;;15;16,45;0,1983;1;;3;2;1
536;2;3;5;2;4;2;1;5;6;1;1;1;6;6;1;6;1;1;4;3;4;3;4;3;4;3;3;4;1;1;1;1;1;4;4;4;1;3;1;1;4;4;4;4;3;3;4;4;3;4;4;1;4;1;1;1;4;1;3;1;1;1;2;1;1;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;3;4;1;1;2;1;1;1;1;1;4;4;4;4;1;2;4;1;2;1;1;4;1;1;4;4;1;4;4;4;4;2;1;2;3;1;4;4;2;4;2;2;4;3;3;4;4;3;3;3;3;1;1;1;1;2;3;1;2;4;4;1;1;1;1;1;3;;3;2;1;;1;8;;1;12;1;4;1;1;1;3;3;2;65;;2;9,8;0,957;1;;3;1;2
537;2;3;1;2;1;1;1;4;2;1;6;1;6;6;6;6;2;6;4;4;3;3;4;4;3;3;4;4;2;5;3;1;3;4;3;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;3;4;2;2;3;2;1;4;2;4;4;4;4;3;4;4;3;2;4;4;4;3;3;4;1;2;4;4;3;4;3;4;4;4;4;4;4;4;4;4;1;2;3;4;2;2;3;3;1;3;1;4;3;3;4;1;3;1;1;4;2;1;3;4;1;4;4;4;4;1;1;3;2;2;3;4;2;4;2;2;4;2;2;4;3;4;4;4;4;1;2;2;1;3;3;1;3;3;4;1;3;1;1;2;6;;6;4;1;;1;8;;2;13;1;2;1;1;3;3;2;1;42;;5;11,16666667;0,5297;1;;3;3;1
538;4;1;2;4;3;3;1;5;5;1;3;3;5;5;1;5;3;1;4;3;4;3;3;2;3;3;4;4;1;1;4;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;3;4;2;4;4;3;4;3;4;4;4;3;4;2;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;2;4;3;3;4;4;3;2;4;4;4;4;1;4;3;4;4;1;4;1;1;3;1;1;2;4;1;3;4;4;4;3;1;4;2;2;4;4;3;2;2;1;3;4;3;4;4;2;2;3;3;2;1;1;1;4;1;4;3;4;4;2;3;1;1;1;6;;6;4;1;;1;8;;2;13;1;2;1;1;3;3;3;2;47;;990;13,93333333;0,66;1;;3;3;5
